date,tmax,tmin
1981-04-24,74.0,49.0
1982-04-24,82.0,58.0
1983-04-24,87.0,56.0
1984-04-24,67.0,54.0
1985-04-24,72.0,50.0
1986-04-24,64.0,47.0
1987-04-24,59.0,45.0
1988-04-24,78.0,45.0
1989-04-24,73.0,50.0
1990-04-24,69.0,45.0
1991-04-24,67.0,45.0
1992-04-24,74.0,54.0
1993-04-24,63.0,47.0
1994-04-24,84.0,54.0
1995-04-24,78.0,53.0
1996-04-24,75.0,61.0
1997-04-24,73.0,43.0
1998-04-24,62.0,47.0
1999-04-24,74.0,48.0
2000-04-24,73.0,48.0
2001-04-24,71.0,47.0
2002-04-24,65.0,41.0
2003-04-24,80.0,51.0
2004-04-24,67.0,48.0
2005-04-24,74.0,59.0
2006-04-24,75.0,44.0
2007-04-24,77.0,45.0
2008-04-24,66.0,50.0
2009-04-24,68.0,48.0
2010-04-24,74.0,48.0
2011-04-24,71.0,45.0
