date,tmax,tmin
1981-04-25,84.0,56.0
1982-04-25,79.0,59.0
1983-04-25,79.0,60.0
1984-04-25,61.0,54.0
1985-04-25,73.0,59.0
1986-04-25,57.0,49.0
1987-04-25,57.0,44.0
1988-04-25,83.0,52.0
1989-04-25,80.0,54.0
1990-04-25,66.0,55.0
1991-04-25,65.0,47.0
1992-04-25,78.0,49.0
1993-04-25,69.0,44.0
1994-04-25,79.0,54.0
1995-04-25,71.0,50.0
1996-04-25,78.0,50.0
1997-04-25,78.0,47.0
1998-04-25,64.0,43.0
1999-04-25,76.0,53.0
2000-04-25,70.0,55.0
2001-04-25,73.0,44.0
2002-04-25,66.0,42.0
2003-04-25,79.0,51.0
2004-04-25,62.0,52.0
2005-04-25,81.0,50.0
2006-04-25,67.0,49.0
2007-04-25,80.0,51.0
2008-04-25,68.0,54.0
2009-04-25,66.0,49.0
2010-04-25,70.0,50.0
2011-04-25,65.0,52.0
