date,tmax,tmin
1981-01-29,32.0,14.0
1982-01-29,32.0,13.0
1983-01-29,50.0,28.0
1984-01-29,25.0,13.0
1985-01-29,28.0,13.0
1986-01-29,42.0,22.0
1987-01-29,43.0,31.0
1988-01-29,36.0,16.0
1989-01-29,37.0,17.0
1990-01-29,25.0,15.0
1991-01-29,34.0,28.0
1992-01-29,48.0,31.0
1993-01-29,45.0,19.0
1994-01-29,36.0,18.0
1995-01-29,42.0,24.0
1996-01-29,40.0,29.0
1997-01-29,44.0,20.0
1998-01-29,37.0,12.0
1999-01-29,40.0,20.0
2000-01-29,30.0,21.0
2001-01-29,40.0,17.0
2002-01-29,46.0,22.0
2003-01-29,28.0,5.0
2004-01-29,40.0,22.0
2005-01-29,32.0,20.0
2006-01-29,42.0,31.0
2007-01-29,49.0,24.0
2008-01-29,31.0,20.0
2009-01-29,46.0,21.0
2010-01-29,44.0,22.0
2011-01-29,31.0,12.0
