date,tmax,tmin
1981-04-11,67.0,53.0
1982-04-11,72.0,53.0
1983-04-11,71.0,45.0
1984-04-11,69.0,50.0
1985-04-11,69.0,39.0
1986-04-11,70.0,39.0
1987-04-11,59.0,39.0
1988-04-11,69.0,54.0
1989-04-11,76.0,44.0
1990-04-11,70.0,54.0
1991-04-11,55.0,49.0
1992-04-11,62.0,42.0
1993-04-11,59.0,34.0
1994-04-11,56.0,47.0
1995-04-11,62.0,38.0
1996-04-11,61.0,39.0
1997-04-11,74.0,50.0
1998-04-11,62.0,51.0
1999-04-11,60.0,50.0
2000-04-11,76.0,38.0
2001-04-11,63.0,39.0
2002-04-11,72.0,40.0
2003-04-11,58.0,43.0
2004-04-11,82.0,54.0
2005-04-11,67.0,48.0
2006-04-11,66.0,46.0
2007-04-11,60.0,44.0
2008-04-11,62.0,46.0
2009-04-11,70.0,59.0
2010-04-11,51.0,42.0
2011-04-11,70.0,45.0
