date,tmax,tmin
1981-06-29,97.0,71.0
1982-06-29,90.0,68.0
1983-06-29,87.0,71.0
1984-06-29,94.0,75.0
1985-06-29,88.0,72.0
1986-06-29,97.0,64.0
1987-06-29,80.0,68.0
1988-06-29,88.0,73.0
1989-06-29,87.0,65.0
1990-06-29,82.0,69.0
1991-06-29,88.0,62.0
1992-06-29,86.0,66.0
1993-06-29,82.0,66.0
1994-06-29,87.0,74.0
1995-06-29,87.0,70.0
1996-06-29,90.0,70.0
1997-06-29,93.0,72.0
1998-06-29,92.0,75.0
1999-06-29,97.0,74.0
2000-06-29,89.0,68.0
2001-06-29,80.0,74.0
2002-06-29,82.0,69.0
2003-06-29,90.0,66.0
2004-06-29,85.0,75.0
2005-06-29,94.0,70.0
2006-06-29,79.0,71.0
2007-06-29,82.0,77.0
2008-06-29,76.0,69.0
2009-06-29,98.0,69.0
2010-06-29,88.0,73.0
2011-06-29,87.0,74.0
