date,tmax,tmin
1981-07-12,90.0,72.0
1982-07-12,90.0,69.0
1983-07-12,87.0,76.0
1984-07-12,90.0,68.0
1985-07-12,82.0,70.0
1986-07-12,90.0,70.0
1987-07-12,90.0,76.0
1988-07-12,92.0,71.0
1989-07-12,94.0,74.0
1990-07-12,92.0,76.0
1991-07-12,82.0,72.0
1992-07-12,86.0,72.0
1993-07-12,85.0,77.0
1994-07-12,82.0,72.0
1995-07-12,92.0,75.0
1996-07-12,80.0,67.0
1997-07-12,96.0,78.0
1998-07-12,78.0,71.0
1999-07-12,73.0,69.0
2000-07-12,102.0,78.0
2001-07-12,100.0,69.0
2002-07-12,100.0,77.0
2003-07-12,86.0,74.0
2004-07-12,86.0,73.0
2005-07-12,86.0,71.0
2006-07-12,87.0,71.0
2007-07-12,86.0,71.0
2008-07-12,97.0,73.0
2009-07-12,90.0,70.0
2010-07-12,79.0,72.0
2011-07-12,87.0,76.0
