date,tmax,tmin
1981-04-23,77.0,60.0
1982-04-23,84.0,51.0
1983-04-23,85.0,46.0
1984-04-23,74.0,47.0
1985-04-23,73.0,46.0
1986-04-23,58.0,48.0
1987-04-23,77.0,52.0
1988-04-23,66.0,48.0
1989-04-23,72.0,49.0
1990-04-23,64.0,41.0
1991-04-23,71.0,55.0
1992-04-23,74.0,62.0
1993-04-23,69.0,54.0
1994-04-23,74.0,46.0
1995-04-23,75.0,50.0
1996-04-23,78.0,57.0
1997-04-23,66.0,44.0
1998-04-23,68.0,54.0
1999-04-23,70.0,53.0
2000-04-23,72.0,47.0
2001-04-23,68.0,55.0
2002-04-23,62.0,43.0
2003-04-23,73.0,49.0
2004-04-23,68.0,55.0
2005-04-23,72.0,55.0
2006-04-23,68.0,52.0
2007-04-23,66.0,53.0
2008-04-23,70.0,40.0
2009-04-23,57.0,48.0
2010-04-23,70.0,37.0
2011-04-23,65.0,48.0
