date,tmax,tmin
1981-09-18,80.0,62.0
1982-09-18,84.0,63.0
1983-09-18,79.0,65.0
1984-09-18,72.0,58.0
1985-09-18,78.0,55.0
1986-09-18,80.0,52.0
1987-09-18,83.0,63.0
1988-09-18,73.0,63.0
1989-09-18,68.0,58.0
1990-09-18,75.0,47.0
1991-09-18,73.0,56.0
1992-09-18,78.0,58.0
1993-09-18,80.0,55.0
1994-09-18,83.0,59.0
1995-09-18,80.0,63.0
1996-09-18,76.0,62.0
1997-09-18,77.0,46.0
1998-09-18,87.0,58.0
1999-09-18,67.0,61.0
2000-09-18,85.0,62.0
2001-09-18,79.0,67.0
2002-09-18,83.0,56.0
2003-09-18,72.0,62.0
2004-09-18,82.0,53.0
2005-09-18,80.0,57.0
2006-09-18,93.0,62.0
2007-09-18,73.0,62.0
2008-09-18,85.0,67.0
2009-09-18,75.0,68.0
2010-09-18,65.0,56.0
2011-09-18,69.0,53.0
