date,tmax,tmin
1981-10-20,61.0,44.0
1982-10-20,74.0,42.0
1983-10-20,66.0,45.0
1984-10-20,65.0,38.0
1985-10-20,62.0,39.0
1986-10-20,56.0,43.0
1987-10-20,56.0,35.0
1988-10-20,74.0,52.0
1989-10-20,70.0,41.0
1990-10-20,74.0,49.0
1991-10-20,67.0,35.0
1992-10-20,75.0,45.0
1993-10-20,74.0,48.0
1994-10-20,64.0,46.0
1995-10-20,61.0,51.0
1996-10-20,56.0,49.0
1997-10-20,85.0,53.0
1998-10-20,69.0,42.0
1999-10-20,74.0,44.0
2000-10-20,63.0,40.0
2001-10-20,72.0,55.0
2002-10-20,50.0,37.0
2003-10-20,63.0,46.0
2004-10-20,66.0,52.0
2005-10-20,61.0,52.0
2006-10-20,61.0,55.0
2007-10-20,65.0,38.0
2008-10-20,69.0,49.0
2009-10-20,71.0,39.0
2010-10-20,54.0,45.0
2011-10-20,63.0,54.0
