STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/5/31,0.02,",,s",,,48,",,s",60,",,s",40,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/1,0,"T,,s",,,51,",,s",65,",,s",35,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/2,0,",,s",,,58,",,s",76,",,s",37,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/3,0,",,s",,,59,",,s",76,",,s",46,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/4,0,",,s",,,61,",,s",75,",,s",45,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/5,0.2,",,s",,,60,",,s",70,",,s",51,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/6,0,",,s",,,60,",,s",79,",,s",43,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/7,0,"T,,s",,,61,",,s",75,",,s",53,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/8,0,",,s",,,58,",,s",67,",,s",48,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/9,0,",,s",,,62,",,s",74,",,s",51,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/10,0,"T,,s",,,59,",,s",73,",,s",51,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/11,0,"T,,s",,,64,",,s",79,",,s",53,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/12,0,",,s",,,64,",,s",80,",,s",49,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/13,0,",,s",,,62,",,s",77,",,s",51,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/14,0,"T,,s",,,62,",,s",74,",,s",49,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/15,0.06,",,s",,,61,",,s",71,",,s",55,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/16,0.3,",,s",,,52,",,s",64,",,s",49,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/17,0,",,s",,,52,",,s",56,",,s",48,",,s"
